Classes,Ratio R2,Jawline Width D5,Ratio R3,angle A1,Forehead width D2,face length D3,chin_width D6,angle A2,Ratio R1,Ratio R8,Ratio R7,Ratio R3,Ratio R4,Ratio R5,Ratio R6,Ratio R9,Ratio R10,cheekbone width D1,jawline length D4,chin shape D7,angle A3
oval,0.739688979,105.3,0.676132522,69.00128097,110,162.69,61.29,54.64133597,0.914076782,0.957272727,0.509306964,0.676132522,1.142830009,0.582051282,1.07456355,0.625451092,0.524392234,120.34,65.86,32.14,76.93512869
oval,0.767831353,255.02,0.694250893,61.12941601,274,394.67,142.01,48.48026637,0.904171067,0.930729927,0.468618004,0.694250893,1.188298957,0.556858286,1.048095205,0.583640499,0.521090064,303.04,148.84,74,72.74622405
oval,0.800532387,110.32,0.720556049,58.08505994,121.81,169.05,61.4,46.32537284,0.900096061,0.905672769,0.453705756,0.720556049,1.226704133,0.556562727,1.086807818,0.604876722,0.5252443,135.33,66.73,32.25,71.90586805
oval,0.74540103,673,0.704401804,66.42304663,746.68,1060.02,393,52.18625443,0.944997089,0.901323191,0.497380211,0.704401804,1.174056464,0.583952452,1.134402036,0.66243685,0.521628499,790.14,445.82,205,73.93390651
oval,0.792663973,134,0.727178531,67.30805426,140.36,193.02,77.01,53.57178595,0.917385621,0.954687945,0.503333333,0.727178531,1.141791045,0.574701493,1.116997792,0.641940299,0.532528243,153,86.02,41.01,75.91856211
oval,0.790040332,201.01,0.715542815,62.01948586,214.67,300.01,110.02,51.83079016,0.90570416,0.936367448,0.464180238,0.715542815,1.179145316,0.547335953,1.147155063,0.62787921,0.527267769,237.02,126.21,58.01,73.94149091
oval,0.788947798,199,0.699802882,71.88775825,205.91,294.24,112,59.90077526,0.88700784,0.966441649,0.482467477,0.699802882,1.166532663,0.56281407,1.131964286,0.637085427,0.527053571,232.14,126.78,59.03,74.83445528
oval,0.786350837,232.86,0.664779819,68.50554998,229.01,344.49,130.55,57.20982425,0.845398501,1.016811493,0.481929935,0.664779819,1.163317015,0.560637293,1.096361547,0.61466117,0.522864803,270.89,143.13,68.26,74.4724511
oval,0.768161463,529.44,0.694935352,70.7026376,550.91,792.75,304.72,58.25016703,0.904673542,0.961028117,0.500394115,0.694935352,1.150196434,0.575551526,1.077087162,0.61991916,0.523529798,608.96,328.21,159.53,75.26852538
oval,0.747748683,251.68,0.693743025,66.21224982,267.32,385.33,148.76,50.5630658,0.927775657,0.941493341,0.516294728,0.693743025,1.144826764,0.591068023,1.022048938,0.604100445,0.533745631,288.13,152.04,79.4,77.24057838
oval,0.741542289,129,0.666467662,66.97450799,133.96,201,75.01,54.07149758,0.898758806,0.962974022,0.503253942,0.666467662,1.155426357,0.581472868,1.135981869,0.660542636,0.533395547,149.05,85.21,40.01,74.75526661
oval,0.79927571,129.99,0.768812909,67.97831735,144.36,187.77,74.55,53.31655937,0.961886994,0.90045719,0.496735075,0.768812909,1.15455035,0.573505654,1.044936284,0.599276867,0.525821596,150.08,77.9,39.2,74.58097611
oval,0.745148024,187.02,0.686890316,66.84134154,202.09,294.21,104,55.91348345,0.92181727,0.925429264,0.474387629,0.686890316,1.172227569,0.556090258,1.203942308,0.669500588,0.519230769,219.23,125.21,54,73.13553771
oval,0.77656783,299.03,0.700122453,73.14274647,320.18,457.32,171.07,60.12498735,0.901559948,0.933943407,0.481697359,0.700122453,1.187640036,0.572083069,1.15806395,0.662508778,0.514467762,355.14,198.11,88.01,72.59405754
oval,0.775783101,126.78,0.725822585,67.24496802,137.87,189.95,73.44,54.34907549,0.935599891,0.919561906,0.498371336,0.725822585,1.162328443,0.579271178,1.0708061,0.620287112,0.53540305,147.36,78.64,39.32,73.87416179
oval,0.761408083,90.05,0.700782269,68.72818193,96.75,138.06,53.08,54.15614001,0.920376712,0.930749354,0.504946728,0.700782269,1.167351471,0.589450305,1.021100226,0.60188784,0.528824416,105.12,54.2,28.07,75.58431983
oval,0.782887112,233.02,0.696424432,73.29516854,240.35,345.12,133.06,61.23789643,0.889559199,0.969502808,0.492468263,0.696424432,1.159514205,0.571023946,1.148504434,0.655823534,0.526153615,270.19,152.82,70.01,72.7548963
oval,0.720220126,199.12,0.657421384,65.3001825,209.06,318,121.1,48.85753581,0.912806183,0.952453841,0.528751692,0.657421384,1.150210928,0.608175974,0.995127993,0.605212937,0.53699422,229.03,120.51,65.03,78.04523948
oval,0.814428937,250.02,0.762363447,63.47214179,271.47,356.09,142.03,51.03169043,0.93607117,0.920985744,0.489741733,0.762363447,1.159947204,0.568074554,1.094275857,0.62163027,0.521087094,290.01,155.42,74.01,75.74383539
oval,0.742768031,164.2,0.66748538,71.98102393,171.21,256.5,95.05,58.63066997,0.898645811,0.95905613,0.498897754,0.66748538,1.160292326,0.578867235,1.065334035,0.616686967,0.526459758,190.52,101.26,50.04,74.06070946
oval,0.788031528,199.56,0.757450695,69.16550397,223.91,295.61,117.35,54.95262806,0.961193389,0.891250949,0.503756171,0.757450695,1.1673181,0.588043696,1.048743076,0.616706755,0.530038347,232.95,123.07,62.2,73.16854652
oval,0.8021314,61.07,0.749945067,59.38320125,68.26,91.02,35.06,45.94355295,0.934940419,0.894667448,0.480208191,0.749945067,1.195513345,0.5740953,1.049629207,0.602587195,0.542783799,73.01,36.8,19.03,73.6910644
oval,0.736809789,140.03,0.694136222,69.0875355,158.27,228.01,80.02,56.49971323,0.942083333,0.884753902,0.476309524,0.694136222,1.199742912,0.571448975,1.147338165,0.655645219,0.524993752,168,91.81,42.01,70.85907256
oval,0.729528536,196.37,0.665404205,65.43683319,203.8,306.28,112.22,52.25343766,0.912101683,0.963542689,0.502237737,0.665404205,1.137852014,0.571472221,1.049723757,0.599887967,0.535822492,223.44,117.8,60.13,78.81302679
oval,0.723631917,60,0.652297972,60.5142273,64.01,98.13,34,48.92205189,0.901422335,0.937353539,0.478805802,0.652297972,1.1835,0.566666667,1.047352941,0.5935,0.5,71.01,35.61,17,76.06336662
oval,0.815234443,79.16,0.75379118,70.94566147,86.49,114.74,44.05,59.41278935,0.924631174,0.915250318,0.470921531,0.75379118,1.181657403,0.556467913,1.166855846,0.649317837,0.522587968,93.54,51.4,23.02,73.37126704
oval,0.766804124,190.26,0.745773196,63.68919543,217.02,291,109.17,49.86672491,0.972573272,0.876693392,0.489244421,0.745773196,1.172816146,0.573793756,1.027388477,0.589509093,0.522854264,223.14,112.16,57.08,74.37499273
oval,0.796220015,144.09,0.745723286,72.92396783,153.88,206.35,84.02,59.2879133,0.936579428,0.936378997,0.511381619,0.745723286,1.14025956,0.58310778,1.0629612,0.619820945,0.523803856,164.3,89.31,44.01,76.64486815
oval,0.76601467,107.12,0.679706601,73.74780232,111.2,163.6,60.03,60.74936759,0.887328439,0.963309353,0.479013725,0.679706601,1.169902913,0.560399552,1.127436282,0.631814787,0.533399967,125.32,67.68,32.02,74.2481763
oval,0.768662206,369.96,0.696307843,67.43694262,397.55,570.94,207.17,56.05517763,0.905869753,0.930599925,0.472063984,0.696307843,1.18623635,0.559979457,1.088478061,0.609525354,0.525076025,438.86,225.5,108.78,72.62788231
oval,0.823714311,241.47,0.746616607,70.63111056,256.53,343.59,135.3,59.53909037,0.906402374,0.941293416,0.478058088,0.746616607,1.172071065,0.560318052,1.132446415,0.634530169,0.527272727,283.02,153.22,71.34,72.68548905
oval,0.844202899,195.09,0.752826087,69.98273306,207.78,276,105.08,59.55692454,0.891759657,0.938925787,0.450987124,0.752826087,1.19432057,0.5386232,1.194708793,0.643497873,0.504758279,233,125.54,53.04,71.24924897
oval,0.802720614,91.02,0.747261946,64.19840475,107.12,143.35,50.01,50.8333782,0.930911619,0.84970127,0.434605023,0.747261946,1.264227642,0.549439684,1.076184763,0.591298616,0.520295941,115.07,53.82,26.02,67.08732476
oval,0.760761254,370.44,0.69067446,71.1104576,392.31,568.01,211.4,57.3364467,0.907872813,0.944253269,0.489215959,0.69067446,1.166504697,0.570672714,1.131220435,0.645556635,0.525591296,432.12,239.14,111.11,75.06584967
oval,0.786911765,92.01,0.715661765,70.76746085,97.33,136,53.01,57.27428907,0.909456176,0.945340594,0.495327976,0.715661765,1.163134442,0.576133029,1.103942652,0.636017824,0.528202226,107.02,58.52,28,75.79515324
oval,0.78347017,123.32,0.695675972,60.03205506,127.1,182.7,70.04,47.77833269,0.887941875,0.970259638,0.489311164,0.695675972,1.160720078,0.567953292,1.030553969,0.58530652,0.521130782,143.14,72.18,36.5,76.43549256
oval,0.749136395,169.05,0.675866332,66.34119098,185.87,275.01,100.08,50.18033092,0.902193962,0.909506644,0.48577808,0.675866332,1.218692694,0.592014197,1.020983213,0.604436557,0.520483613,206.02,102.18,52.09,72.66129304
oval,0.782215095,126.19,0.692980187,64.06454743,133.96,193.31,71.03,50.7515864,0.885920243,0.941997611,0.469744065,0.692980187,1.198272446,0.562881369,1.145853865,0.644979792,0.521047445,151.21,81.39,37.01,73.26033638
oval,0.791408755,91.05,0.714072638,69.20481042,95.75,134.09,52.04,56.71985558,0.902280437,0.950913838,0.49038824,0.714072638,1.165513454,0.571554091,1.061106841,0.606479956,0.5,106.12,55.22,26.02,75.20461359
oval,0.75142823,267.68,0.662746504,69.44599724,277.26,418.35,152.47,56.65041834,0.881982441,0.965447594,0.485017178,0.662746504,1.174387328,0.569598027,1.132681839,0.645173341,0.526136289,314.36,172.7,80.22,75.30511753
oval,0.723132672,190.38,0.670899713,67.77715969,205.51,306.32,110.22,53.88303941,0.927768498,0.926378278,0.497584759,0.670899713,1.163515075,0.578947368,1.058428597,0.612774451,0.51841771,221.51,116.66,57.14,73.89197876
oval,0.736043443,123,0.671792529,69.62223033,132.37,197.04,72.01,56.11383293,0.912707716,0.929213568,0.496517962,0.671792529,1.179105691,0.585447154,1.136508818,0.665365854,0.513817525,145.03,81.84,37,75.10777818
oval,0.830425532,65.28,0.767765957,53.74616226,72.17,94,37.22,40.7636052,0.924545222,0.904530969,0.476812708,0.767765957,1.195772059,0.570159314,1.028747985,0.586550245,0.540032241,78.06,38.29,20.1,73.053839
oval,0.736027867,119.71,0.682444547,66.07749412,133.22,195.21,70.35,49.97985115,0.927199332,0.8985888,0.489629733,0.682444547,1.200233899,0.587670203,0.985785359,0.579316682,0.529068941,143.68,69.35,37.22,72.5197842
oval,0.717131599,184.13,0.691268451,65.24802276,221.04,319.76,103.02,51.19261762,0.963935284,0.833016649,0.449260826,0.691268451,1.245370119,0.559496008,1.052902349,0.589094661,0.504853427,229.31,108.47,52.01,70.86416343
oval,0.780630258,154.01,0.723575818,65.6470974,166.01,229.43,87.02,51.92736396,0.926912339,0.927715198,0.485873814,0.723575818,1.162911499,0.565028245,1.032751092,0.583533537,0.517582165,179.1,89.87,45.04,75.8063919
oval,0.762163905,156.01,0.6570726,58.11505491,163,248.07,88.01,43.31305682,0.862114561,0.957116564,0.465488972,0.6570726,1.211909493,0.564130504,1.014316555,0.57220691,0.522781502,189.07,89.27,46.01,72.33639987
oval,0.770429617,215.33,0.663334019,73.23004937,225.58,340.07,121.2,62.08828427,0.860992366,0.954561575,0.46259542,0.663334019,1.216737101,0.56285701,1.255775578,0.706822087,0.52830033,262,152.2,64.03,69.44395478
oval,0.75197276,119.21,0.691168522,65.06268253,127.88,185.02,69.12,50.41364533,0.919140372,0.932202064,0.496801553,0.691168522,1.167100075,0.579817129,1.046730324,0.606912172,0.521701389,139.13,72.35,36.06,76.52479439
oval,0.77818448,151.33,0.719963827,58.88066958,167.19,232.22,84.15,47.18855859,0.925183996,0.905137867,0.465663217,0.719963827,1.194145245,0.556069517,1.101128936,0.612304236,0.524064171,180.71,92.66,44.1,72.8305842
oval,0.749028599,264.68,0.659852781,69.85260685,273.41,414.35,150.48,57.02999036,0.880944709,0.968069932,0.484856296,0.659852781,1.172585764,0.56853559,1.135167464,0.645383104,0.526515152,310.36,170.82,79.23,75.14791857
oval,0.804711845,200,0.737184536,68.76562779,215.28,292.03,114.02,55.01469127,0.916085106,0.929022668,0.485191489,0.737184536,1.175,0.5701,1.092264515,0.6227,0.526486581,235,124.54,60.03,73.56698339
oval,0.792184895,206.81,0.765001923,60.5925365,238.65,311.96,116.4,48.70245793,0.965686076,0.866582862,0.471007162,0.765001923,1.194961559,0.562835453,1.12242268,0.631739278,0.522594502,247.13,130.65,60.83,72.41899008
oval,0.775115371,230.01,0.690953733,74.68300973,233.57,338.04,134,61.15364786,0.891420502,0.984758317,0.511411343,0.690953733,1.139167862,0.582583366,1.039477612,0.605582366,0.522462687,262.02,139.29,70.01,77.0791964
oval,0.761531525,185.78,0.693972394,61.45432789,200.1,288.34,104.48,48.15749764,0.911285181,0.928435782,0.47581747,0.693972394,1.181935623,0.562385617,1.035509188,0.582355474,0.528617917,219.58,108.19,55.23,74.89862631
oval,0.69793915,200.01,0.618668874,69.22534389,209.24,338.21,116,53.71765132,0.886422368,0.955887976,0.491421309,0.618668874,1.18019099,0.579971001,0.980344828,0.568571571,0.525948276,236.05,113.72,61.01,75.14013789
oval,0.755319149,119.1,0.689148936,76.67546874,129.56,188,68.18,62.44718842,0.912394366,0.919265205,0.480140845,0.689148936,1.192275399,0.572460118,1.141537108,0.653484467,0.528894104,142,77.83,36.06,71.56505118
oval,0.758572112,242.4,0.708202647,63.36972265,266.44,376.22,138.36,51.29620984,0.933599636,0.909773307,0.48481026,0.708202647,1.177351485,0.570792079,1.086513443,0.620173267,0.529416016,285.39,150.33,73.25,75.09855446
oval,0.780732218,316.19,0.737949791,65.01876039,352.74,478,181.14,51.70983681,0.945202176,0.896382605,0.485382781,0.737949791,1.180271356,0.572883393,1.069117809,0.612479838,0.519432483,373.19,193.66,94.09,74.12109623
oval,0.749265922,189,0.679806946,64.79145241,201.42,296.29,109.02,50.99923528,0.907297297,0.938337802,0.491081081,0.679806946,1.174603175,0.576825397,1.095211888,0.631746032,0.522931572,222,119.4,57.01,74.18451319
oval,0.800701777,212.68,0.708376255,67.52981954,220.05,310.64,120.34,54.17754241,0.884694247,0.966507612,0.483817794,0.708376255,1.169503479,0.565826594,1.044789762,0.591169833,0.516868872,248.73,125.73,62.2,73.95966951
oval,0.770293454,290.88,0.710970655,67.98933426,314.96,443,168.32,54.47525955,0.922986754,0.923545847,0.493259876,0.710970655,1.173129813,0.578657866,1.014971483,0.587321232,0.515090304,341.24,170.84,86.7,74.69113923
oval,0.754265539,399.45,0.675819033,70.18486881,411.54,608.95,232.31,57.39210424,0.895996168,0.97062254,0.50578041,0.675819033,1.149856052,0.581574665,1.087081916,0.632219302,0.525806035,459.31,252.54,122.15,74.41137187
oval,0.745853313,155.39,0.676322616,63.26812728,172.07,254.42,86.21,49.39337618,0.906776981,0.903062707,0.454310708,0.676322616,1.221185404,0.554797606,1.116459807,0.619409228,0.524069134,189.76,96.25,45.18,70.05616337
oval,0.757756737,88.01,0.691988347,55.66221744,95.01,137.3,49.04,45.15969318,0.913206459,0.926323545,0.47135717,0.691988347,1.182138393,0.557209408,1.055057096,0.58788774,0.530587276,104.04,51.74,26.02,73.90763305
oval,0.734360997,138.61,0.681484137,64.81659256,152.08,223.16,80.31,49.59406902,0.927996095,0.911428196,0.490053698,0.681484137,1.182310079,0.579395426,1.091520359,0.632421903,0.52533931,163.88,87.66,42.19,74.38280024
oval,0.773706592,325.48,0.708809481,67.88747952,351.69,496.17,184.78,55.17766778,0.916121806,0.925474139,0.481335799,0.708809481,1.179458031,0.567715374,1.05482195,0.598838638,0.516451997,383.89,194.91,95.43,72.45933006
oval,0.783268061,160,0.723148071,67.91321779,173.57,240.02,92,53.81396789,0.923244681,0.921818287,0.489361702,0.723148071,1.175,0.575,1.067717391,0.6139375,0.52173913,188,98.23,48,74.05299163
oval,0.784806052,126.1,0.701217876,72.96582712,130.7,186.39,72.03,59.182863,0.893491933,0.964804897,0.492411813,0.701217876,1.160031721,0.571213323,1.078300708,0.61593973,0.528252117,146.28,77.67,38.05,76.29702111
oval,0.77259558,117.07,0.684542408,71.12132367,120.5,176.03,67.12,57.49036922,0.886029412,0.97153527,0.493529412,0.684542408,1.161698129,0.573332194,1.161203814,0.665755531,0.536501788,136,77.94,36.01,75.1973205
oval,0.74192742,152.21,0.695679347,60.23118405,166.97,240.01,90.14,44.52254622,0.937664963,0.911600886,0.506205425,0.695679347,1.169896853,0.592208133,1.035500333,0.613231719,0.533503439,178.07,93.34,48.09,76.85637044
oval,0.752139026,143.59,0.68085295,62.20154187,153.58,225.57,80.4,50.91512983,0.905222209,0.934952468,0.473888954,0.68085295,1.181558604,0.559927572,1.091169154,0.610975695,0.526119403,169.66,87.73,42.3,73.61793465
oval,0.744345542,87.09,0.651977236,71.22487667,89.36,137.06,50.04,59.37661043,0.875906685,0.974597135,0.49049206,0.651977236,1.171431852,0.574578023,1.073341327,0.616718337,0.519984013,102.02,53.71,26.02,72.68835389
oval,0.818461114,200.04,0.723601091,75.80608817,209.62,289.69,110.11,64.10671779,0.884099536,0.954298254,0.464403205,0.723601091,1.185262947,0.550439912,1.204159477,0.662817437,0.526745981,237.1,132.59,58,72.24822412
oval,0.74961685,143.22,0.696720235,65.88221064,159.11,228.37,80.16,53.73896358,0.929435131,0.900131984,0.46825165,0.696720235,1.195293953,0.559698366,1.145334331,0.641041754,0.512100798,171.19,91.81,41.05,71.98310052
oval,0.79412072,191.26,0.679774303,78.2041837,195.17,287.11,109.29,65.22784793,0.856008772,0.979966183,0.479342105,0.679774303,1.192094531,0.571421102,1.194894318,0.682787828,0.513130204,228,130.59,56.08,71.31375551
oval,0.742970297,130.03,0.681287129,66.61477894,137.62,202,75.01,53.13010235,0.916977612,0.944848133,0.499800107,0.681287129,1.154195186,0.576866877,1.066524463,0.615242636,0.50659912,150.08,80,38,77.04990739
oval,0.705082873,204.12,0.62941989,66.72958242,227.85,362,115.04,53.03221336,0.892689234,0.895852535,0.450713054,0.62941989,1.250440917,0.563590045,1.166550765,0.657456398,0.521644645,255.24,134.2,60.01,67.41736041
oval,0.752375189,106.08,0.687443268,73.13902394,113.6,165.25,62.01,59.20469993,0.913697418,0.933802817,0.498753318,0.687443268,1.17203997,0.584558824,1.127076278,0.658842383,0.532494759,124.33,69.89,33.02,72.97371317
oval,0.74152201,87.28,0.688639859,65.15867258,94.02,136.53,49.16,53.62885606,0.928684315,0.928313125,0.485578823,0.688639859,1.159945005,0.56324473,1.095402766,0.616979835,0.530512612,101.24,53.85,26.08,74.87116272
oval,0.77551629,88.01,0.717587415,66.39871876,96.25,134.13,51.01,52.61174063,0.925302826,0.91438961,0.490386464,0.717587415,1.181911146,0.579593228,1.098608116,0.636745824,0.529700059,104.02,56.04,27.02,74.59734473
oval,0.796627886,146.58,0.693283039,58.88933153,152.55,220.04,79.4,47.46189222,0.87027212,0.96086529,0.45296366,0.693283039,1.195865739,0.541683722,1.077959698,0.583913221,0.506297229,175.29,85.59,40.2,73.92524601
oval,0.771149809,157.32,0.712197933,66.24059091,173,242.91,88.36,52.91547763,0.923553278,0.909364162,0.471706171,0.712197933,1.190694127,0.561657768,1.14927569,0.645499619,0.54617474,187.32,101.55,48.26,72.17240418
oval,0.741709715,77.01,0.736210632,69.86615072,88.36,120.02,46.01,55.35509122,0.992585936,0.871548212,0.516850146,0.736210632,1.155953772,0.597454876,1.018691589,0.608622257,0.521625734,89.02,46.87,24,74.67642759
oval,0.736443513,171.06,0.662255064,71.30663124,180.14,272.01,100.6,56.95638767,0.899261182,0.94959476,0.502196486,0.662255064,1.171051093,0.588097743,1.040258449,0.611773647,0.530218688,200.32,104.65,53.34,74.79146322
oval,0.719705535,245.52,0.661767292,65.5515027,263.39,398.01,144.22,49.78884456,0.919497294,0.93215384,0.503473556,0.661767292,1.166707397,0.587406321,1.0325891,0.606549365,0.527388712,286.45,148.92,76.06,74.50271299
oval,0.781515502,322.13,0.728430359,61.35284593,359.24,493.17,182.62,48.75895726,0.932074101,0.896698586,0.473820767,0.728430359,1.196473473,0.566913979,1.142262622,0.647564648,0.527981601,385.42,208.6,96.42,73.36309981
oval,0.715328467,259.85,0.626750218,71.28911904,273.05,435.66,149.66,57.52164842,0.876171223,0.951657206,0.480233603,0.626750218,1.199307293,0.575947662,1.129693973,0.650644603,0.517239075,311.64,169.07,77.41,69.65304266
